RingId,MumId,DadId
4290161,NA,NA
849754,NA,NA
858925,NA,NA
861525,NA,NA
861530,NA,NA
861574,NA,NA
861621,865740,864453
862783,NA,NA
863188,NA,NA
866976,NA,NA
868867,NA,NA
870404,NA,NA
870625,NA,NA
871031,865782,860169
871596,NA,NA
871636,NA,NA
871649,871129,862633
871828,NA,NA
871895,868877,871521
871960,862783,865825
873612,NA,NA
873932,NA,NA
875626,NA,NA
875998,NA,NA
876459,NA,NA
877004,865740,864453
877111,875633,865490
877125,871110,866268
877175,877081,866268
877177,877081,866268
877320,877386,833858
877321,NA,NA
877337,877391,877392
877391,NA,NA
877393,NA,NA
877448,NA,NA
877457,849754,870764
877460,NA,NA
877461,NA,NA
877475,877448,868867
877476,NA,NA
877477,NA,NA
877478,NA,NA
877479,NA,NA
877486,NA,NA
877490,NA,NA
877499,NA,NA
877505,871409,861574
877511,862783,875626
877555,871627,871106
877558,881104,877321
877562,NA,NA
877563,NA,NA
877566,878735,871960
877605,NA,NA
877701,NA,NA
877798,NA,NA
877811,877558,877125
877825,862783,875626
877861,884736,875626
877892,NA,NA
877916,XF0027,XM0036
877919,NA,NA
877920,NA,NA
877921,NA,NA
877922,NA,NA
877924,NA,NA
877925,NA,NA
877926,NA,NA
877932,NA,NA
877938,877819,889017
877940,NA,NA
877941,NA,NA
877943,NA,NA
877944,NA,NA
877945,NA,NA
877952,NA,NA
877953,NA,NA
877954,XF0027,XM0036
877955,NA,NA
877956,877111,NA
877958,877730,868867
877961,NA,NA
877970,NA,NA
877973,877566,877760
878735,NA,NA
880843,NA,NA
881078,NA,NA
881096,NA,NA
881104,NA,NA
881112,NA,NA
881115,NA,NA
881120,NA,NA
881125,NA,NA
881444,NA,NA
881555,NA,NA
881671,NA,NA
881868,NA,NA
883063,XF0085,XM0103
883089,XF0085,XM0103
883554,NA,NA
885898,NA,NA
886258,NA,NA
886872,NA,NA
887023,NA,NA
887211,NA,NA
887234,NA,NA
887328,NA,NA
887435,NA,NA
887558,NA,NA
889010,877337,881671
889016,NA,NA
889017,NA,NA
889023,NA,NA
889035,877919,877761
889038,877919,877761
889061,871141,871344
889063,871141,871344
889095,877941,877942
889131,883554,877922
889135,877924,877334
889168,NA,NA
889169,NA,NA
889170,NA,NA
889171,NA,NA
889175,889168,868867
889176,NA,NA
889179,XF0040,XM0054
889182,877925,877821
889183,877727,877798
889184,877727,877798
889190,NA,NA
889193,NA,NA
889197,889176,877611
889198,889177,871636
889251,NA,NA
889252,NA,NA
889253,NA,NA
889254,NA,NA
889258,877923,877861
889262,877387,871388
889270,NA,NA
889271,NA,NA
889272,881115,861530
889273,NA,NA
889280,XF0040,XM0054
889281,NA,NA
889282,XF0065,877393
889303,889177,871636
889313,NA,NA
889321,871649,870404
889328,877475,877457
889332,877111,889432
889376,877560,889280
889378,877945,877811
889393,NA,NA
889397,877560,889280
889398,889270,877859
889400,880843,889282
889432,XF0065,877393
889449,889281,889012
889485,NA,NA
889503,NA,NA
889504,NA,NA
889507,NA,NA
889509,NA,NA
889526,NA,NA
889527,NA,NA
889529,NA,NA
889540,XF0027,XM0036
889544,NA,NA
889545,NA,NA
889550,NA,NA
889552,NA,NA
889553,NA,NA
889555,NA,NA
889556,NA,NA
889558,XF0012,XM0019
889560,NA,NA
889580,NA,NA
889582,877921,889131
889611,877938,889504
889630,NA,NA
889692,NA,NA
889693,XF0012,XM0019
889732,889558,889377
889735,889550,889359
889746,889540,877175
889771,889296,889182
889778,NA,NA
889804,889678,889398
889840,889560,877393
889971,NA,NA
889984,NA,NA
889992,NA,NA
890305,NA,NA
890406,NA,NA
890813,NA,NA
890841,NA,NA
891245,M011803,M011689
891906,M004209,NA
892212,NA,NA
892465,NA,NA
892521,XF0078,XM0092
892523,XF0078,XM0092
894983,NA,NA
895018,NA,NA
895042,NA,NA
895274,M022700,M011142
895280,M022700,XM0119
895286,M026252,XM0083
895501,NA,NA
895818,NA,NA
896382,NA,NA
896669,NA,NA
897169,NA,NA
897821,NA,NA
898052,NA,NA
898053,NA,NA
898070,889183,889378
898071,889183,889378
898074,889183,889378
898075,883063,896669
898089,889183,889378
898092,889183,889378
898156,877729,886872
898161,889953,889379
898166,889528,866268
898172,898316,889574
898194,889979,898052
898199,877883,889010
898315,NA,NA
898316,NA,NA
898335,877923,877861
898350,885869,890820
898373,889580,889912
898379,889388,877915
898613,NA,NA
898630,NA,NA
898870,898871,NA
898871,NA,NA
898873,NA,NA
898876,NA,NA
898883,NA,NA
898884,NA,NA
898885,NA,NA
898886,892465,877825
898887,889485,877916
898923,NA,NA
898924,NA,NA
898925,889303,871636
899009,889771,889010
899101,NA,NA
EA166300,NA,NA
EA696866,NA,NA
EA711589,NA,NA
M000373,NA,NA
M001167,M032477,NA
M001377,NA,NA
M001542,889804,XM0105
M001624,NA,NA
M001631,889804,NA
M001649,NA,NA
M001670,NA,M005026
M001958,NA,NA
M001989,NA,NA
M003801,NA,NA
M004004,NA,NA
M004171,NA,NA
M004206,XF0076,XM0089
M004207,XF0076,XM0089
M004208,M022998,M026678
M004209,M022998,M026678
M004210,M022998,M026678
M004239,NA,NA
M004351,NA,NA
M004500,M033862,NA
M004777,M001649,NA
M005002,M005170,898313
M005003,M005170,898313
M005013,877475,XM0107
M005025,877475,899009
M005026,XF0089,899009
M005030,M005004,898922
M005093,NA,NA
M005170,898887,889746
M005188,895818,889272
M005214,NA,NA
M005219,898350,898172
M005220,898350,898172
M005221,NA,NA
M005222,898350,898172
M005226,XF0097,877457
M005232,NA,NA
M005235,889507,NA
M005236,NA,NA
M005238,M005235,M005236
M005243,881115,889182
M005264,NA,NA
M005299,NA,NA
M005407,NA,NA
M005413,NA,NA
M005414,NA,NA
M005415,M005482,M005428
M005422,898637,889581
M005424,898637,889581
M005447,M005170,898313
M005448,M005170,M005188
M005452,892465,877825
M005469,NA,NA
M005472,877475,899009
M005473,XF0087,899009
M005482,NA,NA
M005673,898630,M001542
M006151,NA,NA
M006170,NA,NA
M006177,NA,NA
M006413,NA,XM0095
M006459,NA,NA
M006488,XF0071,XM0086
M006491,XF0071,XM0086
M006492,NA,NA
M006922,NA,NA
M008102,M032403,NA
M008108,NA,NA
M010954,896382,M022758
M010956,896382,M022758
M010965,M026253,M022355
M010969,M011803,M022563
M010979,M026255,M020867
M010986,M022389,M022355
M010989,M022696,M010971
M010990,M022696,M010971
M010993,M005469,M026460
M011005,M005170,898313
M011008,M005170,M005188
M011012,M005452,889272
M011019,M007485,M001377
M011021,M005452,889272
M011023,M005452,889272
M011024,M005452,889272
M011060,NA,NA
M011103,M011102,M005236
M011142,M005238,889732
M011145,M005238,889732
M011146,M005238,889732
M011147,M005238,889732
M011181,NA,NA
M011184,889984,887328
M011186,NA,NA
M011188,M005673,898075
M011205,M005955,M005264
M011218,M001373,M005186
M011223,NA,NA
M011234,NA,NA
M011236,NA,NA
M011247,NA,NA
M011332,M001652,M011060
M011343,XF0059,889552
M011622,NA,NA
M011623,XF0059,889552
M011628,NA,NA
M011630,NA,NA
M011631,M001652,M011060
M011632,NA,NA
M011636,NA,NA
M011637,NA,NA
M011640,NA,NA
M011644,898630,M001542
M011645,NA,NA
M011648,NA,NA
M011649,NA,NA
M011679,NA,NA
M011680,NA,NA
M011681,M011819,M001920
M011685,NA,NA
M011689,NA,NA
M011704,M005238,889732
M011705,M005238,889732
M011707,NA,NA
M011733,NA,NA
M011734,NA,NA
M011736,M005673,898075
M011740,M005673,898075
M011741,M005673,898075
M011743,M011649,M011856
M011769,M007980,M011625
M011771,NA,NA
M011787,NA,NA
M011800,NA,NA
M011802,NA,NA
M011803,NA,NA
M011804,NA,NA
M011814,NA,NA
M011815,NA,NA
M011816,NA,NA
M011817,NA,NA
M011818,NA,NA
M011819,NA,NA
M011820,NA,NA
M011821,NA,NA
M011822,NA,NA
M011823,NA,NA
M011827,NA,NA
M011830,M011821,M000373
M011832,NA,NA
M011852,M011628,M011234
M011856,NA,NA
M011865,NA,NA
M011867,871649,870404
M011873,NA,NA
M011878,NA,NA
M011884,M011649,NA
M011930,NA,NA
M011931,NA,NA
M011945,NA,NA
M011951,NA,NA
M011971,M005463,M005975
M011995,M000376,M005093
M011997,M005238,889732
M011998,M005238,889732
M012591,XF0047,XM0062
M012595,XF0047,XM0062
M012772,M026253,NA
M014481,XF0041,XM0055
M014482,XF0041,XM0055
M014483,XF0041,XM0055
M014581,XF0082,XM0101
M014906,NA,NA
M014948,NA,NA
M017312,NA,NA
M020305,NA,NA
M020320,NA,NA
M020507,XF0021,XM0028
M020511,XF0021,XM0028
M020580,XF0074,XM0088
M020581,XF0074,XM0088
M020867,NA,NA
M020869,NA,NA
M020873,M020869,XM0018
M020881,M020869,XM0018
M020884,M001649,M022955
M021009,M020869,XM0018
M021087,M032036,NA
M021116,NA,NA
M021223,NA,NA
M022001,M005415,M003801
M022024,M011822,M011802
M022034,NA,NA
M022039,M005415,M011827
M022054,M005415,M003801
M022065,M022689,M022353
M022090,M004500,M011816
M022096,898630,M001670
M022098,898630,M001670
M022100,898630,M001670
M022103,M022666,M022386
M022107,M020873,M022577
M022108,M022688,M000373
M022113,895274,M011019
M022114,895274,M011019
M022117,XF0072,M026285
M022119,XF0072,M026285
M022121,M022183,M022580
M022126,M022680,M022174
M022129,M022680,M022174
M022133,M005415,M003801
M022135,M005415,M003801
M022140,M026270,891245
M022152,NA,NA
M022153,NA,NA
M022154,XF0088,M011733
M022155,NA,NA
M022156,NA,NA
M022159,M011803,M011689
M022160,NA,NA
M022161,XF0061,XM0080
M022162,NA,NA
M022163,NA,NA
M022164,NA,NA
M022165,NA,NA
M022166,XF0016,M005236
M022167,NA,NA
M022174,898630,M001670
M022177,898630,M001670
M022183,M022152,M020507
M022186,M022152,M020507
M022193,M022155,NA
M022355,M011679,M011680
M022385,NA,NA
M022386,XF0061,XM0080
M022387,NA,NA
M022389,M022387,M011814
M022393,NA,NA
M022490,M022166,M005424
M022563,NA,NA
M022580,NA,NA
M022581,NA,NA
M022647,NA,NA
M022662,M022156,M022667
M022666,M022156,M022667
M022667,NA,NA
M022672,898630,M001670
M022673,NA,NA
M022674,NA,NA
M022680,NA,NA
M022689,M014483,XM0017
M022694,M022154,M011827
M022695,XF0016,M005236
M022696,M005415,M003801
M022699,NA,NA
M022700,NA,NA
M022756,M026252,XM0083
M022757,NA,NA
M022788,NA,NA
M022789,M022165,NA
M022855,M026980,M026629
M022856,M026980,M026629
M022858,M026901,XM0070
M022859,M026901,XM0070
M022861,M026459,XM0095
M022863,M026459,XM0095
M022864,M026459,XM0095
M022865,M010969,M027954
M022866,M010969,M027954
M022867,M010969,M027954
M022870,M026985,M032002
M022871,M026985,M032002
M022872,M026985,M032002
M022873,M026985,M032002
M022875,M026985,M032002
M022876,M026985,M032002
M022877,M026473,M032052
M022878,M026473,M032052
M022880,M026473,M032052
M022884,M022647,M026265
M022885,M022647,M026265
M022886,M022647,M026265
M022887,M022647,M026265
M022888,M022647,M026265
M022890,M014948,M032203
M022891,M014948,M032203
M022892,M014948,M032203
M022894,M014948,M032203
M022896,M022098,M012591
M022897,M022098,M012591
M022898,M022098,M012591
M022899,M026985,M032002
M022901,M022875,M028883
M022904,M027866,M004351
M022905,M027866,M004351
M022906,M022875,M028883
M022907,M017312,M032322
M022909,M037856,M031648
M022911,M037857,M037858
M022912,M037856,M031648
M022924,M041177,M037650
M022925,M041177,M037650
M022926,M041177,M037650
M022928,M041177,M037650
M022930,M031751,M031558
M022931,M031751,M031558
M022932,M031751,M031558
M022933,M031557,M031988
M022935,M031557,M031988
M022936,M031557,M031988
M022937,M031557,M031988
M022938,M031557,M031988
M022941,M038110,M028786
M022942,M038110,M028786
M022943,M038110,M028786
M022944,M037800,M032449
M022946,M037800,M032449
M022948,M038113,M038007
M022949,M038113,M038007
M022950,M038113,M038007
M022958,NA,NA
M022963,XF0026,XM0034
M022964,XF0026,XM0034
M022971,NA,NA
M022998,M001649,M022955
M026016,M011817,889776
M026031,M026256,M022161
M026047,M026255,M020867
M026049,M026255,M020867
M026073,NA,NA
M026075,NA,NA
M026076,M011734,M026903
M026077,XF0033,XM0043
M026078,NA,NA
M026079,M022160,XM0047
M026080,XF0033,XM0043
M026158,NA,NA
M026159,NA,NA
M026160,XF0051,XM0071
M026161,M011734,M026903
M026162,NA,M010954
M026163,NA,NA
M026164,NA,NA
M026165,NA,NA
M026166,NA,NA
M026171,M022647,M001670
M026173,M022647,M001670
M026174,M026800,M022024
M026175,NA,NA
M026177,M011679,NA
M026178,NA,NA
M026179,M022756,M022757
M026186,NA,NA
M026187,M005469,M026460
M026188,M005469,M026460
M026189,M005469,M026460
M026190,M022696,M010971
M026191,M014948,M022581
M026193,M014948,M022581
M026196,M014948,M022581
M026198,M022193,M022186
M026200,M022193,M022186
M026204,M022193,M022186
M026229,M022680,M011681
M026230,XF0081,XM0097
M026231,M022696,M010971
M026232,M022696,M010971
M026233,M004500,M011816
M026235,NA,NA
M026236,M026079,M026078
M026237,M026079,M026078
M026238,M026079,M026078
M026239,M026079,M026078
M026240,M026079,M026078
M026241,NA,NA
M026244,M006491,M006488
M026245,M006491,M006488
M026246,M006491,M006488
M026247,M006491,M006488
M026251,NA,NA
M026252,NA,NA
M026253,NA,NA
M026254,NA,NA
M026255,M014483,XM0017
M026256,XF0051,XM0071
M026257,NA,NA
M026258,M022674,M022393
M026260,NA,NA
M026262,M005469,M011060
M026265,M005469,M011060
M026266,M005469,M011060
M026267,NA,M022385
M026270,NA,NA
M026271,M012772,M026251
M026276,M026260,M022581
M026284,M022166,M011236
M026285,NA,NA
M026286,NA,NA
M026291,NA,NA
M026301,M022154,M011827
M026304,M005415,M026075
M026305,M005415,M026075
M026306,M022971,M022580
M026314,M022958,M005424
M026315,M014581,M026162
M026316,M014581,M026162
M026318,M020581,M026265
M026319,M020581,M026265
M026320,M020581,M026265
M026321,M026029,M026160
M026322,M026029,M026160
M026323,M022389,M022355
M026325,M020881,M026370
M026326,M020881,M026370
M026327,M020881,M026370
M026328,M020881,M026370
M026329,M020881,M026370
M026330,M020881,M026370
M026331,M014906,M026286
M026332,M014906,M026286
M026333,M014906,M026286
M026334,M014906,M026286
M026335,M014906,M026286
M026336,M014906,M026286
M026337,M014906,M026286
M026338,M026164,M022369
M026339,M026164,M022369
M026340,M026164,M022369
M026341,M026164,M022369
M026342,M026164,M022369
M026343,M026164,M022369
M026344,M026164,M022369
M026345,M026164,M022369
M026348,M022177,M020882
M026349,M010965,XM0114
M026350,M022177,M020882
M026357,M022193,M022186
M026359,M022193,M022186
M026360,M022193,M022186
M026365,M022700,M011832
M026370,NA,NA
M026371,M022680,M011681
M026372,M026077,M020580
M026373,M022680,M011681
M026374,M022680,M011681
M026375,M022680,M011681
M026376,M026077,M020580
M026379,M012772,M026251
M026380,M012772,M026251
M026381,M020581,M026265
M026382,M022680,M011681
M026383,M022154,M011827
M026385,M022154,M011827
M026392,M022688,M000373
M026394,M022688,M000373
M026402,M026159,XM0040
M026403,M026159,XM0040
M026404,M026159,XM0040
M026405,M026159,XM0040
M026406,M026159,XM0040
M026407,M022140,M026161
M026408,M022140,M026161
M026409,M022140,M026161
M026411,M026186,M026202
M026414,M026980,M022757
M026415,M026980,M022757
M026416,M026980,M022757
M026417,M026980,M022757
M026426,M026186,M026202
M026437,M022129,M012591
M026438,M022114,XM0116
M026444,XF0093,M012595
M026447,M026686,M026685
M026448,M026157,M000373
M026455,M026073,M022096
M026456,M026073,M022096
M026457,M026073,M022096
M026458,M026073,M022096
M026459,XF0081,XM0097
M026460,NA,NA
M026462,M026255,M020867
M026463,M026255,M020867
M026464,M026257,M026241
M026466,M026257,M026241
M026468,M022066,M026360
M026470,M014581,M026162
M026471,M014581,M026162
M026472,M014581,M026162
M026474,M014481,M022131
M026475,M014481,M022131
M026476,M014481,M022131
M026478,M014481,M022131
M026480,M012660,XM0082
M026481,M012660,XM0082
M026482,M012660,XM0082
M026483,M001631,M014482
M026484,M001631,M014482
M026485,M001631,M014482
M026486,M001631,M014482
M026487,M001631,M014482
M026489,M026658,M026267
M026491,M026658,M026267
M026492,M026658,M026267
M026493,M026658,M026267
M026494,M026658,M026267
M026495,M026201,M022195
M026497,M026201,M022195
M026498,M026201,M022195
M026499,M026201,M022195
M026511,M026016,M026179
M026512,M026016,M026179
M026513,M026016,M026179
M026514,M026016,M026179
M026515,M026729,M026399
M026518,M026729,M026399
M026519,M026729,M026399
M026520,M026729,M026399
M026522,XF0020,M022673
M026523,XF0020,M022673
M026524,XF0020,M022673
M026525,XF0020,M022673
M026526,M026644,M026903
M026527,M026644,M026903
M026529,M026644,M026903
M026530,M026365,M026180
M026531,M026365,M026180
M026532,M026365,M026180
M026534,M026365,M026180
M026535,M026365,M026180
M026536,M020884,M026555
M026537,M020884,M026555
M026538,M020884,M026555
M026539,M020884,M026555
M026541,M014481,M022131
M026543,M014481,M022131
M026545,M022666,M026161
M026546,M022666,M026161
M026547,M026459,XM0095
M026548,M026459,M006413
M026549,M022666,M026161
M026556,M022674,M022393
M026557,M022674,M022393
M026558,M022674,M022393
M026559,M022674,M022393
M026560,M022674,M022393
M026561,M022674,M022393
M026571,M026575,M006177
M026572,M026575,M006177
M026575,NA,XM0116
M026577,M026016,XM0115
M026580,M026901,M032051
M026582,XF0044,XM0059
M026583,NA,NA
M026600,M026901,M032051
M026602,M026800,M022024
M026603,M026262,M022100
M026604,M026262,M022100
M026605,M026262,M022100
M026606,M026262,M022100
M026607,M026262,M022100
M026608,M004500,M011816
M026611,M022193,M022186
M026612,M022193,M022186
M026614,M022971,M022580
M026615,M022971,M022580
M026616,M022971,M022580
M026617,M022971,M022580
M026618,M022971,M022580
M026619,M006151,M022353
M026620,M006151,M022353
M026621,M006151,M022353
M026622,M022129,M012591
M026623,M022129,M012591
M026624,M022129,M012591
M026626,M022958,M005424
M026627,M022958,M005424
M026628,M022958,M005424
M026629,M012772,M026251
M026632,M026080,M026276
M026635,895274,M011019
M026636,895274,M011019
M026640,M022166,M026359
M026641,M022166,M026359
M026642,M022166,M026359
M026643,M022166,M026359
M026644,NA,NA
M026645,M005415,M026075
M026646,M005415,M026075
M026647,M005415,M026075
M026648,M005415,M026075
M026649,M005415,M026075
M026650,M022166,M026359
M026653,M026158,887328
M026654,M026158,887328
M026655,M026158,887328
M026656,M026158,887328
M026657,M026158,887328
M026658,898630,M001670
M026662,M026177,XM0117
M026664,M026029,M026160
M026665,M026029,M026160
M026666,M026029,M026160
M026667,M026029,M026160
M026668,M026257,M026241
M026669,M026257,M026241
M026670,M026165,889776
M026671,M026165,889776
M026672,M026165,889776
M026673,M026165,889776
M026674,M010986,M026230
M026675,M010986,M026230
M026676,M010986,M026230
M026677,M010986,M026230
M026678,M010986,M026230
M026679,M022389,M022355
M026680,M022389,M022355
M026681,M022389,M022355
M026682,M022389,M022355
M026683,M022389,M022355
M026684,M022389,M022355
M026686,M014483,XM0017
M026687,M026163,M022673
M026688,M026163,M022673
M026690,M026163,M022673
M026691,M026181,M026182
M026692,M026181,M026182
M026693,M022666,M026161
M026695,M022666,M026161
M026696,M022666,M026161
M026700,NA,NA
M026724,XF0044,XM0059
M026729,NA,NA
M026730,M022177,M020882
M026731,M022177,M020882
M026732,M022177,M020882
M026734,M022666,M026161
M026750,M022666,M026161
M026752,M022958,M005424
M026753,M022958,M005424
M026754,M022958,M005424
M026755,M022958,M005424
M026756,M022958,M005424
M026757,M020884,M026602
M026758,M020884,M026602
M026759,M020884,M026602
M026760,M026394,M026357
M026761,M026394,M026357
M026762,M026394,M026357
M026763,M026394,M026357
M026765,M014948,M022581
M026766,M014948,M022581
M026767,M014948,M022581
M026768,M014948,M022581
M026769,M014948,M022581
M026770,M014948,M022581
M026771,M026901,M026902
M026772,M026901,M026902
M026773,M026901,M026902
M026778,M026049,M022103
M026783,M012660,M022065
M026784,M012660,M022065
M026785,M012660,M022065
M026786,M012660,M022065
M026787,M012660,M022065
M026788,NA,NA
M026789,NA,NA
M026790,M026459,XM0095
M026792,M026459,XM0095
M026793,M026459,XM0095
M026794,M026164,M022369
M026796,M026164,M022369
M026798,M020884,M026602
M026799,M020884,M026602
M026800,M014483,XM0017
M026801,M026080,M026075
M026802,M026080,M026075
M026803,M026080,M026075
M026804,M026080,M026075
M026807,M026901,M032051
M026816,M026985,XM0016
M026817,M026985,XM0016
M026818,M026985,XM0016
M026819,M026255,M026616
M026821,M026255,M026616
M026823,M026255,M026616
M026825,M022647,M026265
M026826,M022647,M026265
M026827,M022647,M026265
M026828,M022647,M026265
M026829,M026901,M032051
M026830,M004500,M011816
M026831,M004500,M011816
M026832,M004500,M011816
M026833,M004500,M011816
M026834,M022998,M032002
M026836,M022998,M032002
M026837,M022998,M032002
M026838,M026980,M026078
M026839,M026980,M026078
M026840,M026980,M026078
M026841,M026980,M026078
M026842,M026980,M026078
M026843,M014948,M022113
M026844,M014948,M022113
M026845,M014948,M022113
M026847,M014948,M022113
M026848,M026459,XM0095
M026901,XF0051,XM0071
M026906,M026181,M026182
M026907,M026181,M026182
M026910,M026166,M011832
M026912,M026166,M011832
M026914,M011803,M022563
M026915,M011803,M022563
M026916,M011803,M022563
M026917,M011803,M022563
M026918,M011679,M011680
M026919,M022160,XM0047
M026920,XF0044,XM0059
M026952,M022666,M026161
M026953,M006170,M026043
M026954,M006170,M026043
M026955,M006170,M026043
M026956,M006170,M026043
M026958,M020869,XM0018
M026959,M020869,XM0018
M026960,M022135,M022113
M026961,M022135,M022113
M026962,M022135,M022113
M026963,M022135,M022113
M026964,M022135,M022113
M026965,M022666,M026161
M026966,M022666,M026161
M026968,M026177,M026555
M026969,M026177,M026555
M026971,M026174,XM0045
M026972,M026174,NA
M026973,M026174,XM0045
M026975,M004500,M001670
M026980,NA,NA
M026981,NA,NA
M026982,M001649,M022955
M026983,M001649,M022955
M026985,M027889,M026478
M026986,XF0095,M022673
M026994,M026980,M026078
M026995,M026980,M026078
M026999,M022647,M022353
M027838,NA,NA
M027866,NA,NA
M027889,NA,NA
M027954,XF0082,XM0101
M027966,XF0049,XM0066
M027970,XF0049,XM0066
M027989,NA,NA
M027995,XF0036,XM0049
M027996,XF0036,XM0049
M028783,XF0006,M026912
M028786,XF0006,M026912
M028790,NA,NA
M028796,NA,NA
M028817,NA,NA
M028824,NA,NA
M028838,NA,NA
M028841,NA,NA
M028884,M022700,NA
M028910,NA,M032120
M028912,NA,NA
M028934,NA,NA
M028938,NA,NA
M028969,NA,NA
M028977,NA,NA
M029092,NA,NA
M031150,NA,NA
M031502,M032230,M026075
M031506,M028783,M032252
M031510,M032499,M020488
M031511,M032499,M020488
M031513,M032499,M020488
M031514,M032499,M020488
M031515,M022153,M026577
M031516,M022153,M026577
M031523,M001649,M026678
M031524,M022858,M022855
M031528,NA,NA
M031529,NA,NA
M031530,M022647,M034814
M031531,M022647,M034814
M031532,M022647,M034814
M031533,M022647,M034814
M031534,M022865,M032108
M031535,M022865,M032108
M031536,M022865,M032108
M031537,M022865,M032108
M031538,XF0079,M026332
M031539,NA,NA
M031540,NA,NA
M031541,M032499,M020488
M031545,M032499,M020488
M031552,NA,NA
M031553,NA,NA
M031554,NA,NA
M031555,NA,NA
M031556,NA,NA
M031557,NA,NA
M031558,NA,NA
M031559,M022098,M032409
M031560,M022098,M032409
M031562,M022098,M032409
M031563,M022098,M032409
M031564,XF0077,XM0091
M031565,NA,NA
M031570,M032426,XM0120
M031571,XF0077,XM0091
M031573,M017312,M032322
M031575,M017312,M032322
M031576,M031529,M022673
M031577,M031529,M022673
M031578,M031529,M022673
M031579,M031529,M022673
M031580,XF0053,M032053
M031581,XF0054,M026836
M031582,NA,NA
M031583,NA,NA
M031584,NA,NA
M031585,M034529,M022186
M031587,M034529,M022186
M031588,M034529,M022186
M031589,M034529,M022186
M031590,NA,NA
M031591,NA,NA
M031594,M022891,M031539
M031595,M022891,M031539
M031596,NA,NA
M031597,M031538,M032441
M031598,M031538,M032441
M031600,M031538,M032441
M031601,M032230,M026075
M031602,M032230,M026075
M031603,M032230,M026075
M031604,M032230,M026075
M031605,M032230,M026075
M031606,M028783,M032252
M031607,M028783,M032252
M031610,M017312,M032322
M031611,M031540,M031541
M031612,M031540,M031541
M031617,NA,NA
M031618,NA,NA
M031619,M028884,M031545
M031620,M028884,M031545
M031621,M028884,M031545
M031622,NA,NA
M031624,M021087,M031553
M031625,M021087,M031553
M031626,M021087,M031553
M031628,M031556,M032330
M031629,M031556,M032330
M031630,M031556,M032330
M031631,M032219,M032220
M031632,M032219,M032220
M031633,M032219,M032220
M031636,M031552,M026276
M031637,M031552,M026276
M031639,M031552,M026276
M031640,M031552,M026276
M031641,M026255,M032145
M031642,M026255,M032145
M031643,M026255,M032145
M031644,M026255,M032145
M031645,M032231,M031678
M031646,M031555,M031800
M031647,M031555,M031800
M031648,M031555,M031800
M031650,M031555,M031800
M031651,M031555,M031800
M031652,NA,NA
M031653,M032478,M031523
M031654,M032478,M031523
M031655,M032478,M031523
M031656,M032478,M031523
M031657,M032478,M031523
M031658,M033660,M022855
M031659,M033660,M022855
M031660,M033660,M022855
M031661,M033660,XM0121
M031662,M033660,M022855
M031663,NA,NA
M031664,NA,NA
M031665,M032248,M032449
M031666,M032248,M032449
M031667,M032248,M032449
M031668,M032248,M032449
M031670,M032320,M022113
M031671,M032320,M022113
M031672,M032320,M022113
M031673,M032424,M032460
M031674,M032424,M032460
M031675,M032424,M032460
M031676,M032424,M032460
M031677,M032424,M032460
M031678,M032008,XM0043
M031679,M031554,M032370
M031680,M031554,M032370
M031681,M031554,M032370
M031683,M031554,M032370
M031684,M031554,M032370
M031685,M031564,M031652
M031686,M031564,M031652
M031687,M031564,M031652
M031688,M031564,M031652
M031689,M028884,M031545
M031690,M032231,M031678
M031691,M032231,M031678
M031692,M032231,M031678
M031693,M032393,M032251
M031694,M032393,M032251
M031695,M032393,M032251
M031696,M032393,M032251
M031697,M032045,M028786
M031698,M032045,M028786
M031699,M032045,M028786
M031701,M032045,M028786
M031706,M032015,M032144
M031707,M032015,M032144
M031708,M032015,M032144
M031709,M032015,M032144
M031710,NA,NA
M031711,M031710,M032040
M031713,M031710,M032040
M031715,M022694,M026629
M031716,M028838,M032487
M031718,M028838,M032487
M031719,M028838,M031855
M031721,M022694,M026629
M031722,M022694,M026629
M031723,M022694,M026629
M031724,M022694,M026629
M031725,NA,NA
M031726,M028824,M031730
M031728,M028824,M031730
M031730,NA,NA
M031731,M031565,M027989
M031732,M031565,M027989
M031733,M031565,M027989
M031734,M027866,M004351
M031735,M027866,M004351
M031736,M027866,M004351
M031737,M027866,M004351
M031738,M032143,M032052
M031739,M032143,M032052
M031741,M032143,M032052
M031743,M031584,M032388
M031744,M031584,M032388
M031745,M031584,M032388
M031746,NA,NA
M031747,M031746,M034541
M031748,M031746,M034541
M031749,M031582,M031828
M031750,M031582,M031828
M031751,M031582,M031828
M031752,NA,NA
M031753,M026986,M031799
M031754,M028841,M031979
M031755,M028841,M031979
M031756,M028841,M031979
M031757,M028841,M031979
M031758,M032448,M022113
M031759,M032448,M022113
M031760,M027970,M031581
M031761,M027970,M031581
M031762,M027970,M031581
M031763,M027970,M031581
M031764,M027970,M031581
M031765,M004208,M032114
M031766,M004208,M032114
M031767,M004208,M032114
M031768,M032314,M032400
M031769,M004208,M032114
M031770,M032314,M032400
M031771,M032314,M032400
M031772,M032314,M032400
M031773,M032314,M032400
M031774,M027889,M022096
M031775,M031590,M031591
M031776,M031590,M031591
M031777,M031590,M031591
M031778,M031590,M031591
M031779,M031780,M034825
M031780,NA,NA
M031781,M031780,M034825
M031782,M031780,M034825
M031783,M031780,M034825
M031784,M031780,M034825
M031785,M031798,M034837
M031786,M031798,M034837
M031787,M031798,M034837
M031788,M031798,M034837
