gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3713264706	711eec60-9b0d-42bc-9610-56604e0d7bd8	http://id.herb.oulu.fi/MY.11326000	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon		FI		Lappi	PRESENT		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1	65.902808	24.420914	100.0						1987-06-12T00:00:00	12	6	1987	2673718	2673718	PRESERVED_SPECIMEN			http://id.herb.oulu.fi/GAL.9970		Ohenoja, M.		CC_BY_4_0		Ohenoja, Esteri			2022-12-16T00:47:19.107Z		
3434164552	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:93762101	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon	(Wahlenb.) Schwägr.	SE	Holmö kyrkväg 55, Holmö by, Holmöarna, Vb	Västerbotten	PRESENT	10	b8323864-602a-4a7d-9127-bb903054e97d	63.79768	20.869	50.0						2021-05-25T00:00:00	25	5	2021	2673718	2673718	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	93762101				CC0_1_0	Per Hansson	Per Hansson			2022-11-25T03:56:05.313Z	StillImage	
3431997329	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:7185099	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon	(Wahlenb.) Schwägr.	SE	Långåker, 200 m S om, 3 km NV om Växtholm, Vb	Västerbotten	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	64.0321	20.33065	100.0						2003-06-13T00:00:00	13	6	2003	2673718	2673718	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	7185099				CC0_1_0	Niklas Lönnell	Niklas Lönnell, Kristoffer Hylander			2022-11-25T03:55:13.967Z		
3431968328	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:7185098	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon	(Wahlenb.) Schwägr.	SE	Växtholm, N om nordligaste åkern, Vb	Västerbotten	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	64.02706	20.37698	100.0						2003-06-13T00:00:00	13	6	2003	2673718	2673718	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	7185098				CC0_1_0	Niklas Lönnell	Niklas Lönnell, Kristoffer Hylander			2022-11-25T03:46:38.655Z		
3431679332	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:7185080	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon	(Wahlenb.) Schwägr.	SE	Långåker, 200 m S om, 3 km NV om Växtholm		ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	64.0321	20.33065	100.0						2003-06-13T00:00:00	13	6	2003	2673718	2673718	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	7185080				CC0_1_0	SLU ArtDatabanken	Niklas Lönnell, Kristoffer Hylander			2022-11-25T03:52:29.337Z		
3431604344	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:7185079	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon	(Wahlenb.) Schwägr.	SE	Växtholm, N om nordligaste åkern		ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	64.02706	20.37698	100.0						2003-06-13T00:00:00	13	6	2003	2673718	2673718	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	7185079				CC0_1_0	SLU ArtDatabanken	Niklas Lönnell, Kristoffer Hylander			2022-11-25T03:54:18.224Z		
3431045413	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:62103260	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon	(Wahlenb.) Schwägr.	SE	Huse / NV /, Jmt	Jämtland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	63.41009	14.80829	25.0						2000-06-05T00:00:00	5	6	2000	2673718	2673718	HUMAN_OBSERVATION	Länsstyrelsen Jämtland	Artportalen	62103260				CC0_1_0	Länsstyrelsen Jämtland	Lars-Åke Bäckström			2022-11-25T03:47:57.232Z		
3430698403	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:62103259	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon	(Wahlenb.) Schwägr.	SE	Huse / NV /, Jmt	Jämtland	ABSENT		b8323864-602a-4a7d-9127-bb903054e97d	63.41009	14.80829	25.0						1997-07-02T00:00:00	2	7	1997	2673718	2673718	HUMAN_OBSERVATION	Länsstyrelsen Jämtland	Artportalen	62103259				CC0_1_0	Länsstyrelsen Jämtland	Bengt Petterson, Lars-Åke Bäckström			2022-11-25T03:52:54.890Z		
2809571293	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:85811311	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon	(Wahlenb.) Schwägr.	SE	Lutåsmäki, Dlr	Dalarna	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	61.46823	14.79165	25.0						2020-05-27T00:00:00	27	5	2020	2673718	2673718	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	85811311				CC0_1_0	Bengt Oldhammer	Bengt Oldhammer			2022-11-25T03:55:57.829Z	StillImage	
2295182394	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:79034196	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon	(Wahlenb.) Schwägr.	SE	Ananasse, Lu lm	Lule lappmark	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	66.86224	19.9133	500.0						2008-08-11T00:00:00	11	8	2008	2673718	2673718	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	79034196				CC0_1_0	Klas Rosenkvist	Klas Rosenkvist			2022-11-25T03:49:15.919Z		
2272574345	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:78031036	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon	(Wahlenb.) Schwägr.	SE	Joängesträsket, Nb	Norrbotten	PRESENT	16	b8323864-602a-4a7d-9127-bb903054e97d	65.76311	21.8545	50.0						2019-05-26T00:00:00	26	5	2019	2673718	2673718	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	78031036				CC0_1_0	Sture Westerberg	Sture Westerberg, Mats Bergquist, Berth-Ove Lindström			2022-11-25T03:49:10.071Z		
1831533551	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:6765180	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon	(Wahlenb.) Schwägr.	SE	Årönningen, 1 km S om Myrbergsträsk, Nb	Norrbotten	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	66.01801	23.10498	25.0						2012-06-16T00:00:00	16	6	2012	2673718	2673718	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	6765180				CC0_1_0	Niklas Lönnell	Niklas Lönnell, Jan Edelsjö, Håkan Ljungberg			2022-11-25T03:46:35.198Z		
1669274477	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:65802315	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon	(Wahlenb.) Schwägr.	SE	Porsitjärn, Tussilagolunden, Lu lm	Lule lappmark	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	66.42713	20.66138	50.0						2017-05-20T00:00:00	20	5	2017	2673718	2673718	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	65802315				CC0_1_0	Mats Karström	Mats Karström			2022-11-25T03:53:07.269Z	StillImage	
1669274411	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:65802146	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon	(Wahlenb.) Schwägr.	SE	Porsitjärn, Tussilagolunden, Lu lm	Lule lappmark	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	66.42795	20.66109	100.0						2017-05-23T00:00:00	23	5	2017	2673718	2673718	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	65802146				CC0_1_0	Mats Karström	Mats Karström, Mats Svensson Pavval			2022-11-25T03:53:01.932Z	StillImage	
1610856247	cc885e78-0fae-49a3-9c6d-93ac90debd68	http://tun.fi/MKC.24761036	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon		FI	Kälviä, N. 5 km Kälviän kirkolta luoteeseen Ruotsalon kylään vievän tien pohjoispuolella Riihimäen talon tienhaarasta 500 m suoraan pohjoiseen Puurolaksi kutsutussa paikassa	Keski-Pohjanmaa	PRESENT		04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1	63.886567	23.393393	100.0						1985-06-10T00:00:00	10	6	1985	2673718	2673718	HUMAN_OBSERVATION			http://tun.fi/MKA.577991				CC_BY_4_0		Mansikkamäki, Paavo			2022-12-08T03:40:52.577Z		
1433301801	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:62103258	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon	(Wahlenb.) Schwägr.	SE	Huse / NV /, Jmt	Jämtland	PRESENT	1	b8323864-602a-4a7d-9127-bb903054e97d	63.41009	14.80829	25.0						1996-06-12T00:00:00	12	6	1996	2673718	2673718	HUMAN_OBSERVATION	Länsstyrelsen Jämtland	Artportalen	62103258				CC0_1_0	Länsstyrelsen Jämtland	Bengt Petterson, Per-Olof Nystrand, Anita Andersson			2022-11-25T03:47:54.300Z		
1433301708	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:62103182	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon	(Wahlenb.) Schwägr.	SE	Gravbränna / O-SO  /, Jmt	Jämtland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	63.57589	14.66457	100.0						1988-01-01T00:00:00	1	1	1988	2673718	2673718	HUMAN_OBSERVATION	Länsstyrelsen Jämtland	Artportalen	62103182				CC0_1_0	Länsstyrelsen Jämtland	Via Lars-Åke Bäckström			2022-11-25T03:52:47.569Z		
1431956742	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:60485078	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon	(Wahlenb.) Schwägr.	SE	Malmbackarna, Vrm	Värmland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	60.00327	13.96286	250.0						2016-06-21T00:00:00	21	6	2016	2673718	2673718	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	60485078				CC0_1_0	Frida Turander	Frida Turander			2022-11-25T03:47:49.577Z	StillImage	
1431520567	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:59996407	Plantae	Bryophyta	Bryopsida	Funariales	Splachnaceae	Splachnum	Splachnum melanocaulon		SPECIES	Splachnum melanocaulon Schwaegrichen, 1823	Splachnum melanocaulon	(Wahlenb.) Schwägr.	SE	Bäckens inlopp till ravinen, Lu lm	Lule lappmark	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	67.17571	20.8044	235.0						2016-06-04T00:00:00	4	6	2016	2673718	2673718	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	59996407				CC0_1_0	Maj Aspebo	Maj Aspebo, Vivi Eriksson, Marie Riskilä			2022-11-25T03:47:48.320Z	StillImage	
