"x"	"y"	"pres"
"218"	2579499.3	1125899.1	0
"219"	2578798.1	1152198.7	0
"220"	2576899.2	1135300.6	0
"221"	2571491.2	1136704.4	0
"222"	2579595.4	1135895.9	0
"223"	2574799.7	1149306	0
"224"	2579202.5	1127099.6	0
"225"	2575302.8	1124296.6	0
"226"	2582903.8	1148008.8	0
"227"	2578798	1136097	0
"228"	2578507.5	1136296	0
"229"	2578508.1	1136447.7	0
"230"	2574896.5	1148994.9	0
"231"	2579695.7	1135690.8	0
"232"	2578501.7	1125401.6	0
"233"	2558697.6	1151448.1	0
"234"	2576401.6	1145594.59999999	0
"235"	2575197.5	1136097.8	0
"236"	2579300	1127000	0
"237"	2578699.1	1135697.9	0
"238"	2578101.7	1136694.6	0
"239"	2579394.5	1127298.5	0
"240"	2578099.9	1136597.5	0
"241"	2556725.4	1149799.5	0
"242"	2581102.6	1147496.4	0
"243"	2572499.3	1142499.1	0
"244"	2578009.1	1135297	0
"245"	2569596.2	1118697.6	0
"246"	2564005.6	1135995.5	0
"247"	2574598.3	1136695.3	0
"248"	2580599	1130604.3	0
"249"	2572599.5	1117600.4	0
"250"	2578901.5	1145897.8	0
"251"	2576392.2	1136900	0
"252"	2581303.3	1129895.4	0
"253"	2582391.8	1131806.9	0
"254"	2575498.4	1119697.79999999	0
"255"	2572399.1	1117203.5	0
"256"	2568343.2	1126100.4	0
"257"	2583295.3	1147897.6	0
"258"	2571300.9	1119198.1	0
"259"	2581994.8	1140302.7	0
"260"	2581989.9	1139903.8	0
"261"	2570696.1	1117995.1	0
"262"	2581598.5	1131499.8	0
"263"	2572099.2	1119498.8	0
"264"	2578801.4	1145697	0
"265"	2577403.4	1137099.6	0
"266"	2575587.4	1119963	0
"267"	2581299	1141190.4	0
"268"	2576997.9	1128702.4	0
"269"	2555900.3	1148998.7	0
"270"	2575600.5	1142398.5	0
"271"	2557699.9	1149446.4	0
"272"	2559759.4	1145948.2	0
"273"	2570601.6	1126399.5	0
"274"	2576073.9	1122944.4	0
"275"	2576144.9	1122862.2	0
"276"	2575963.5	1123411.2	0
"277"	2578685.1	1124961.7	0
"278"	2578624	1124900.8	0
"279"	2578000.8	1124697.2	0
"280"	2579934.6	1124834.3	0
"281"	2578429.1	1126929.7	0
"282"	2575911	1120586	0
"283"	2568699.4	1126299.1	0
"284"	2578499.4	1146998.9	0
"285"	2577097.3	1132101.7	0
"286"	2570501	1134777.5	0
"287"	2575424.2	1148146.1	0
"288"	2564902.3	1135892.4	0
"289"	2561077.2	1142223.1	0
"290"	2568199.1	1126923.2	0
"291"	2575305	1138001.9	0
"292"	2578097.3	1126797.3	0
"293"	2567494	1129402.2	0
"294"	2568400	1141500	0
"295"	2572202.6	1124701.8	0
"296"	2571511.9	1138702	0
"297"	2568325.9	1130398.8	0
"298"	2577187.2	1123302.2	0
"299"	2558229.8	1148297.1	0
"300"	2569189.5	1133409.8	0
"301"	2572299.3	1120103	0
"302"	2579502.3	1146799.2	0
"303"	2571000	1122800	0
"304"	2567495.4	1138403.1	0
"305"	2575000.6	1145775	0
"306"	2571100.3	1118396.6	0
"307"	2558928	1150370.2	0
"308"	2580001.8	1147096.6	0
"309"	2577503.1	1127204.79999999	0
"310"	2576600	1121200	0
"311"	2572201.4	1133801.8	0
"312"	2573001	1147000.2	0
"313"	2581497.5	1131291.2	0
"314"	2559275.4	1151124	0
"315"	2571098.2	1146497.4	0
"316"	2577501.2	1145595	0
"317"	2571898.9	1133906.8	0
"318"	2575796	1129984.7	0
"319"	2561026.6	1143900.2	0
"320"	2580201.8	1150796.7	0
"321"	2573105.7	1118601.30000001	0
"322"	2573099.5	1119599.49999999	0
"323"	2571051.1	1146399.7	0
"324"	2573103.4	1118598.5	0
"325"	2580700	1126300	0
"326"	2582198.2	1152691.8	0
"327"	2569921	1133567.9	0
"328"	2573199.9	1119600.8	0
"329"	2566766.3	1121184	0
"330"	2576399.9	1128498.4	0
"331"	2567007.6	1119415.6	0
"332"	2575600.6	1138700.5	0
"333"	2580477.5	1143595.9	0
"334"	2566921.6	1119499.3	0
"335"	2567217.1	1119963.1	0
"336"	2564300.4	1147498	0
"337"	2567375.3	1120135.8	0
"338"	2582302.9	1146696.1	0
"339"	2577001.9	1144894.8	0
"340"	2567586.4	1119886.5	0
"341"	2566597.5	1119842.3	0
"342"	2567203.5	1121302.3	0
"343"	2580599.6	1151189.7	0
"344"	2565503.8	1139301.8	0
"345"	2567201.5	1121101.7	0
"346"	2568299.9	1121200.1	0
"347"	2568600.9	1119913.3	0
"348"	2575301.1	1128999.3	0
"349"	2568499.9	1119901.1	0
"350"	2568001.3	1119898.9	0
"351"	2577799.6	1126297.00000001	0
"352"	2567899.8	1119898.4	0
"353"	2567739.3	1119992.1	0
"354"	2568299.9	1119696.4	0
"355"	2568201.9	1119602.4	0
"356"	2567499.3	1119298.9	0
"357"	2565400.3	1144400.3	0
"358"	2569400.3	1131500.1	0
"359"	2567397.1	1119101.8	0
"360"	2575299.8	1121901.7	0
"361"	2567795.9	1120798.4	0
"362"	2566799.5	1120794.1	0
"363"	2555197.8	1146597.1	0
"364"	2555805.8	1146495.9	0
"365"	2556075.3	1145996.9	0
"366"	2556700	1145398.2	0
"367"	2580401.9	1139199.1	0
"368"	2556095.9	1147396.3	0
"369"	2556500.7	1147401.7	0
"370"	2557399.3	1148599	0
"371"	2580198.9	1125401	0
"372"	2581200.3	1137900	0
"373"	2569402.9	1124255.3	0
"374"	2575603.4	1122200.8	0
"375"	2566898.4	1128704.9	0
"376"	2564497.7	1145390	0
"377"	2567033.4	1128733	0
"378"	2575801.8	1122501.7	0
"379"	2561029.3	1142573.3	0
"380"	2574998.5	1121895.7	0
"381"	2559403.6	1144804.3	0
"382"	2558901.4	1144999.9	0
"383"	2574493.8	1120197.7	0
"384"	2558901.9	1145301.7	0
"385"	2559400.1	1144600.6	0
"386"	2559298.5	1146098.9	0
"387"	2575499.6	1140299.8	0
"388"	2580308.3	1125895.5	0
"389"	2561650.3	1144250.7	0
"390"	2569177.4	1146198.70000001	0
"391"	2559399.1	1146299.4	0
"392"	2575701.7	1139799.2	0
"393"	2577104.4	1139798.9	0
"394"	2568401.1	1137500.5	0
"395"	2572002.5	1137399	0
"396"	2572400	1119200	0
"397"	2568600.2	1137699.4	0
"398"	2576400.9	1139495.3	0
"399"	2581495	1141708.9	0
"400"	2572790	1119200	0
"401"	2568898.6	1146093	0
"402"	2581800.3	1139198.9	0
"403"	2578800	1142800	0
"404"	2575699.4	1127700.4	0
"405"	2573599	1118503.8	0
"406"	2564594	1147102.9	0
"407"	2566801	1141197.9	0
"408"	2572501.1	1118104.5	0
"409"	2570525.5	1133196.1	0
"410"	2566274.6	1141005.1	0
"411"	2576801.2	1125097.5	0
"412"	2567797.4	1136197.1	0
"413"	2567699.5	1135898.8	0
"414"	2571502.8	1137302.4	0
"415"	2564297.7	1142001.5	0
"416"	2564401.8	1142100	0
"417"	2571899.5	1117300.20000001	0
"418"	2558978.9	1150775.4	0
"419"	2569946.4	1145602.9	0
"420"	2583702.1	1145787.8	0
"421"	2563095.1	1148098.7	0
"422"	2565777	1140310.9	0
"423"	2564498.7	1147097.7	0
"424"	2572399	1130099.6	0
"425"	2568001.2	1137391.3	0
"426"	2571998.1	1117500.9	0
"427"	2573528	1145101.4	0
"428"	2571003.5	1146493.3	0
"429"	2579801.1	1125899.6	0
"430"	2580200.6	1125803.9	0
"431"	2579299.8	1125801.8	0
"432"	2579600.8	1135998.8	0
"433"	2581602.6	1136003.3	0
"434"	2579599.3	1126198.6	0
"435"	2580600	1126400.7	0
"436"	2566496.5	1134101.5	0
"437"	2572700.4	1145900.5	0
"438"	2578200	1123100	0
"439"	2580101.4	1125999.7	0
"440"	2581600.9	1135899.4	0
"441"	2579498.5	1126100.5	0
"442"	2572496.9	1147096.7	0
"443"	2579600	1125798.4	0
"444"	2579705.7	1139600.7	0
"445"	2579000	1125099.2	0
"446"	2580000.6	1125598.8	0
"447"	2569772.6	1134297.1	0
"448"	2579899.2	1125101.4	0
"449"	2567204.4	1135794.2	0
"450"	2577599.3	1125597.3	0
"451"	2571084.2	1137391.69999999	0
"452"	2578503.8	1144203.7	0
"453"	2572500	1118400	0
"454"	2578357.6	1143628.6	0
"455"	2580203	1142698.8	0
"456"	2560976.8	1142847.2	0
"457"	2572987.7	1120285.6	0
"458"	2571600.6	1138301.1	0
"459"	2581701.1	1141200.9	0
"460"	2581299.1	1144899.3	0
"461"	2571003.2	1130794.3	0
"462"	2567504.8	1137198.5	0
"463"	2581099.1	1136598.8	0
"464"	2572001.4	1118302.7	0
"465"	2581701.1	1141098.49999999	0
"466"	2579098.5	1123904.7	0
"467"	2577197.6	1133097	0
"468"	2572402.2	1117799.7	0
"469"	2572102.5	1117100.2	0
"470"	2571597.6	1117099.2	0
"471"	2577301.6	1122003.7	0
"472"	2577301.8	1122199	0
"473"	2578998	1123800.3	0
"474"	2578898.3	1123699.5	0
"475"	2563606.7	1140403	0
"476"	2572402.1	1117700.7	0
"477"	2579000.2	1136502.1	0
"478"	2572300.2	1117997	0
"479"	2572403.8	1118198.8	0
"480"	2577103.5	1121999.19999999	0
"481"	2575696	1122696	0
"482"	2579599.8	1127302.9	0
"483"	2579601.4	1127499.5	0
"484"	2573712.5	1120867.6	0
"485"	2577500	1126700	0
"486"	2579502.8	1127600	0
"487"	2580802.5	1142999.3	0
"488"	2582499.4	1131896.3	0
"489"	2576801.1	1121397.6	0
"490"	2582601.9	1131597	0
"491"	2571998.7	1119600.6	0
"492"	2581401.6	1145079.7	0
"493"	2577197.4	1151400.4	0
"494"	2573303.3	1146902.1	0
"495"	2578708.6	1128800.1	0
"496"	2577601.9	1137196.5	0
"497"	2579728.7	1124201.3	0
"498"	2572099.8	1118101.7	0
"499"	2580198.6	1124398.4	0
"500"	2577204.8	1149998.7	0
"501"	2561305.9	1142601.2	0
"502"	2580121.1	1124212.8	0
"503"	2577598.6	1136899.7	0
"504"	2571602.3	1118200.9	0
"505"	2581700.8	1147601.3	0
"506"	2580298.8	1124153	0
"507"	2578901.3	1127899.8	0
"508"	2580700.2	1126000.6	0
"509"	2569001.5	1124401.1	0
"510"	2566600	1134402	0
"511"	2578800.8	1128301.4	0
"512"	2582798.9	1131200.4	0
"513"	2578801.6	1128500.6	0
"514"	2572101.9	1116902.5	0
"515"	2578699.8	1128500.5	0
"516"	2571900.3	1117895.8	0
"517"	2581610.7	1147395.8	0
"518"	2578101.4	1122995.5	0
"519"	2579802.4	1128600.2	0
"520"	2579002	1127899.7	0
"521"	2579501.8	1124097	0
"522"	2579400.6	1128199.1	0
"523"	2577098.6	1151397	0
"524"	2579852.5	1124154.4	0
"525"	2571600.8	1117394.3	0
"526"	2582301.3	1131100.7	0
"527"	2579999.7	1128699.3	0
"528"	2571697	1117498.5	0
"529"	2578799.4	1128401.5	0
"530"	2572099	1117900.4	0
"531"	2575301.5	1143399.1	0
"532"	2580099.4	1128697.9	0
"533"	2571703.9	1116898.8	0
"534"	2579400.3	1127799.3	0
"535"	2582101.1	1130491	0
"536"	2579400.4	1128498.4	0
"537"	2571600	1116800	0
"538"	2576700	1120900	0
"539"	2578002.1	1122999.6	0
"540"	2571599.6	1117001.2	0
"541"	2571999.9	1118900.2	0
"542"	2572599.1	1146802.1	0
"543"	2577997.6	1123103.8	0
"544"	2581899.6	1130397.8	0
"545"	2582997.1	1131788.6	0
"546"	2571499.4	1117200.6	0
"547"	2579602.3	1127994.2	0
"548"	2571708.7	1117300.1	0
"549"	2572705.1	1134195.4	0
"550"	2571799.5	1117699.5	0
"551"	2574750	1146348.6	0
"552"	2570900	1135200	0
"553"	2570709.9	1122288.1	0
"554"	2560737.6	1143528.2	0
"555"	2583260.3	1130892.4	0
"556"	2581883.4	1130635.3	0
"557"	2572004.8	1148103.8	0
"558"	2580596.6	1133307	0
"559"	2579103.4	1152501.4	0
"560"	2572196.4	1137698.4	0
"561"	2580599.5	1126794.6	0
"562"	2581100.4	1154798.8	0
"563"	2579503.2	1125604.8	0
"564"	2581097	1154305.9	0
"565"	2580602.7	1125896.4	0
"566"	2571498.3	1135601.9	0
"567"	2567400	1136200	0
"568"	2574702.8	1143702	0
"569"	2581199.1	1154799.7	0
"570"	2556700.3	1149126.1	0
"571"	2566906.4	1128404.5	0
"572"	2580390.8	1131206.1	0
"573"	2580497.4	1131200.7	0
"574"	2568200.2	1139899.8	0
"575"	2568000.3	1127999.3	0
"576"	2571600.3	1117598.4	0
"577"	2570099.3	1141295.4	0
"578"	2576799.8	1121598.6	0
"579"	2571399.4	1141299.9	0
"580"	2570000	1124100	0
"581"	2567302	1142705.6	0
"582"	2567598.2	1141003.6	0
"583"	2576501.3	1144798.90000001	0
"584"	2565990.8	1142202.1	0
"585"	2577904.8	1141703.9	0
"586"	2573801.8	1144002.7	0
"587"	2569696.8	1142495.1	0
"588"	2580805.96	1127042.88	0
"589"	2580747.05	1126947.96	0
"590"	2579493.24	1127048.15	0
"591"	2580243.28	1127611.51	0
"592"	2580259.37	1127455.27	0
"593"	2580202.34	1127087.23	0
"594"	2579149.56	1126813.48	0
"595"	2578564.43	1123658.45	0
"596"	2580244	1127614	0
"597"	2579125.98	1124114.63	0
"598"	2578588	1123645.8	0
"599"	2579132.85	1124078.65	0
"600"	2579228.68	1124056.79	0
"601"	2579221	1123601	0
"602"	2578616.29	1123647.95	0
"603"	2579287	1123540	0
"604"	2579146	1123696	0
"605"	2578454.92	1127133.81	0
"606"	2578503.27	1127285.06	0
"607"	2578439.11	1127104.02	0
"608"	2578480.98	1127199.27	0
"609"	2576498	1125302	0
"610"	2577231	1125337	0
"611"	2577095	1125563	0
"612"	2577002	1125737.1	0
"613"	2576486	1125157	0
"614"	2577191	1125438	0
"615"	2580384	1126010	0
"616"	2580205	1125430	0
"617"	2580713	1126950	0
"618"	2580735	1126895	0
"619"	2580700	1127022	0
"620"	2580692	1127093	0
